merchant_id,error_count,transaction_volume,total_transaction_amount,risk_score
72945,2,76,4218.840002894402,1289.2520008683202
13480,1,42,4252.959949970245,1288.8879849910736
15177,1,137,4149.93999671936,1286.481999015808
57885,2,231,4035.1700303554535,1280.651009106636
46537,2,113,4121.570010185242,1271.1710030555726
77668,1,239,3988.5499982833862,1268.6649994850156
9028,3,174,4050.0799794197083,1268.4239938259125
68177,1,124,4102.040001869202,1268.2120005607603
24604,2,73,4134.080003738403,1262.924001121521
94443,3,160,4034.839962363243,1259.651988708973
61931,1,84,4111.800011873245,1259.1400035619733
16432,1,57,4138.3600018024445,1259.0080005407333
86563,2,69,4110.929979920387,1254.7789939761162
97009,1,50,4124.40001642704,1252.720004928112
23415,1,118,4054.5000009536743,1252.150000286102
17404,2,82,4083.8699969649315,1250.5609990894795
9263,2,48,4112.009986877441,1248.8029960632325
99539,3,292,3866.250002861023,1248.6750008583067
43423,1,100,4060.7499952316284,1248.6249985694885
17815,2,57,4095.2299954891205,1246.4689986467363
43642,2,45,4099.920011520386,1244.2760034561156
2862,1,41,4098.779979705811,1242.3339939117432
17726,1,33,4101.519971370697,1240.755991411209
63521,1,35,4097.870010375977,1240.261003112793
95688,2,69,4055.340004682541,1238.1020014047622
38503,1,43,4063.4400095939636,1232.332002878189
40695,3,87,4013.5400047302246,1231.3620014190674
61746,4,137,3955.269993662834,1229.2809980988502
90051,2,116,3972.4300022125244,1227.3290006637571
92927,1,46,4043.710003376007,1227.313001012802
44559,3,176,3910.8899953961372,1227.2669986188412
91290,4,86,3998.0200060009956,1226.8060018002986
43261,1,49,4021.5700118541718,1221.5710035562513
99483,2,92,3973.9800057411194,1220.5940017223359
19514,2,46,4013.640019416809,1218.6920058250425
87535,1,78,3977.629997253418,1217.0889991760253
78817,3,45,4006.9899730682373,1216.796991920471
57125,3,58,3990.699981689453,1215.809994506836
86026,5,111,3932.0900069475174,1214.927002084255
18831,1,58,3988.3700017929077,1214.3110005378721
70755,1,116,3928.03999376297,1213.611998128891
96642,2,56,3971.5499877929688,1209.0649963378905
42381,1,79,3938.9399876594543,1205.7819962978363
28144,1,33,3975.460006713867,1202.93800201416
56060,3,215,3790.649998664856,1202.8949995994567
97046,1,142,3863.9000158309937,1202.170004749298
7131,1,147,3852.769990503788,1200.3309971511364
65112,1,94,3895.230004310608,1197.1690012931822
50939,3,164,3822.3000020980835,1197.090000629425
54440,2,82,3903.1200082302094,1196.3360024690628
60989,1,68,3913.07999587059,1194.723998761177
35164,2,81,3895.4700088500977,1193.7410026550292
86501,1,57,3897.8999948501587,1186.8699984550476
93675,1,64,3889.8499994277954,1186.5549998283384
40568,1,70,3873.5400144457817,1183.4620043337345
46446,2,99,3843.1000195741653,1183.4300058722495
58577,3,222,3713.7100034952164,1181.9130010485649
26549,1,55,3874.970012664795,1179.3910037994385
3837,3,105,3813.040005683899,1176.6120017051696
93172,3,57,3860.3099942207336,1176.39299826622
40336,4,103,3800.740014195442,1172.7220042586325
18014,2,210,3690.4700059890747,1170.9410017967223
16921,3,90,3803.3699979782104,1169.2109993934632
42832,6,37,3851.8299827575684,1169.0489948272705
65067,1,39,3848.590019226074,1166.677005767822
42233,4,69,3810.499990463257,1165.4499971389769
72812,3,180,3691.0099968910217,1162.5029990673065
64812,1,84,3788.129991531372,1162.0389974594116
94624,2,103,3761.4700083732605,1160.141002511978
24193,2,40,3824.110019683838,1160.0330059051512
274,1,47,3802.3199937343597,1155.1959981203079
30848,1,130,3717.10999751091,1154.5329992532731
86600,1,27,3819.310001373291,1154.2930004119874
59847,2,87,3757.5499935150146,1154.1649980545044
4312,2,181,3650.2199944257736,1150.165998327732
95155,3,84,3738.670024871826,1148.001007461548
18833,1,82,3739.670008659363,1146.9010025978089
47222,2,159,3651.9000232219696,1144.0700069665909
44561,1,213,3591.9400091171265,1141.8820027351378
32121,1,16,3787.210006713867,1141.3630020141602
96795,1,189,3608.730003118515,1139.7190009355543
82499,1,48,3741.709985971451,1137.3129957914352
81829,1,65,3723.98998773098,1137.096996319294
69601,1,30,3745.1500091552734,1132.945002746582
16014,1,24,3751.0599784851074,1132.917993545532
42960,1,59,3711.560006380081,1131.5680019140243
41278,1,33,3728.5200147628784,1128.8560044288633
63323,1,22,3739.27002620697,1128.781007862091
42047,4,121,3631.6400129795074,1127.3920038938522
71063,1,63,3685.870023727417,1125.061007118225
81830,1,54,3690.999990463257,1123.899997138977
72606,2,133,3609.459997177124,1123.5379991531372
88922,1,98,3638.300001144409,1121.2900003433226
88503,1,21,3709.6899795532227,1119.6069938659668
10244,2,49,3675.639979362488,1118.1919938087462
40210,1,78,3636.0300014019012,1114.6090004205703
21461,1,160,3552.7400164604187,1114.2220049381256
55827,1,46,3659.080005645752,1111.9240016937256
17175,2,31,3657.960006713867,1107.48800201416
17121,1,55,3632.6899967193604,1106.7069990158082
42230,3,126,3557.8199912309647,1106.3459973692893
24847,1,39,3647.1100158691406,1106.233004760742
49198,2,104,3569.779993057251,1102.9339979171752
31451,1,79,3581.8299927711487,1098.6489978313446
7276,1,7,3645.020050048828,1096.0060150146485
81215,2,130,3504.739988088608,1091.2219964265823
16247,2,61,3573.1200098991394,1091.0360029697417
17297,1,94,3541.37000977993,1091.011002933979
98552,1,114,3519.960000038147,1090.588000011444
63353,1,49,3584.5700011253357,1090.4710003376006
4818,2,39,3587.760021209717,1088.828006362915
34659,2,51,3570.50000667572,1087.250002002716
78081,3,83,3536.28004860878,1086.9840145826338
80404,1,69,3549.9000067710876,1086.070002031326
47960,3,39,3572.8899841308594,1084.7669952392578
45344,2,172,3437.460003376007,1083.638001012802
16364,2,56,3542.6199898719788,1080.3859969615935
76091,1,116,3477.839997291565,1078.5519991874694
69983,1,79,3506.9500163793564,1076.1850049138068
81263,1,78,3506.519992828369,1075.7559978485106
99751,1,20,3562.529987335205,1075.1589962005617
93320,1,33,3546.709997177124,1074.312999153137
30777,1,20,3557.9199600219727,1073.775988006592
4365,1,41,3525.370014667511,1070.3110044002533
25805,5,47,3507.8700017929077,1068.4610005378722
34125,1,160,3393.4800173044205,1066.4440051913261
7505,1,116,3437.0499987602234,1066.314999628067
17774,1,71,3481.2199840545654,1066.0659952163696
70313,2,33,3516.9200019836426,1065.7760005950927
68079,4,102,3432.139995574951,1061.8419986724853
1296,1,29,3509.070008546114,1061.821002563834
33041,3,175,3357.56999874115,1060.9709996223448
15321,2,38,3494.620002746582,1060.5860008239747
47917,3,152,3368.520010113716,1057.3560030341148
63122,4,39,3472.0199919342995,1054.9059975802897
55614,2,38,3474.6100029945374,1054.5830008983612
67835,2,42,3458.5799989700317,1050.9739996910096
90041,1,118,3381.799995303154,1050.3399985909462
59842,2,42,3440.630000591278,1045.5890001773835
71904,1,51,3431.4899752140045,1045.1469925642014
65376,2,35,3443.7500519752502,1044.425015592575
20892,1,30,3448.560004711151,1043.9680014133453
72547,2,55,3420.910008907318,1043.5730026721953
80665,1,70,3405.749981403351,1043.1249944210053
93700,1,90,3384.36998462677,1042.710995388031
620,2,127,3339.2099956274033,1040.662998688221
6389,1,37,3428.090003013611,1039.9270009040831
19590,1,90,3364.3799854516983,1036.7139956355095
74146,1,192,3257.739992380142,1035.3219977140425
11044,3,127,3310.299990415573,1032.389997124672
78680,2,145,3290.5199939608574,1031.4559981882571
72846,1,64,3332.1100056171417,1019.2330016851425
91050,2,30,3362.049982070923,1018.4149946212767
95157,3,32,3345.1700360774994,1014.3510108232497
28636,2,68,3308.750011444092,1013.8250034332275
2344,1,69,3308.0599842071533,1013.517995262146
10305,2,62,3311.0700154304504,1012.7210046291351
2374,4,38,3317.9700241088867,1008.391007232666
4147,2,35,3315.449993133545,1005.9349979400633
21107,2,55,3290.859987258911,1004.5579961776732
19313,1,35,3309.5699768066406,1003.7709930419921
14684,1,78,3262.2500190734863,1002.4750057220458
19190,1,7,3332.470001220703,1002.2410003662109
44365,3,70,3264.6299715042114,1001.5889914512634
24928,3,44,3280.699994802475,998.6099984407424
30170,1,98,3225.879985809326,997.5639957427977
22724,6,44,3260.6900310516357,993.8070093154907
6075,1,47,3263.650016963482,993.5950050890445
6827,3,88,3217.8700001239777,992.9610000371932
55669,1,44,3256.279983520508,990.4839950561524
57889,1,166,3125.9699971675873,987.9909991502761
91152,1,23,3266.6800079345703,987.304002380371
88063,1,26,3263.4299697875977,987.2289909362793
17328,1,29,3259.1699829101562,986.8509948730468
5380,2,49,3237.4600076675415,986.7380023002625
76496,1,48,3226.3299827575684,982.6989948272704
81922,3,165,3102.0099972486496,981.3029991745949
60268,1,17,3252.0699949264526,981.1209984779357
52106,1,103,3162.649986922741,980.0949960768222
5909,1,83,3170.5100173950195,976.4530052185057
61552,1,36,3209.3800115585327,974.0140034675599
41507,3,48,3193.2499871253967,973.574996137619
34584,1,125,3118.03000164032,973.3090004920958
49010,2,45,3191.8100066184998,971.8430019855498
64008,3,85,3149.2400109767914,971.4720032930375
49843,2,34,3198.9400005340576,970.6820001602173
36936,1,23,3206.3500213623047,969.2050064086914
41768,1,30,3197.6900030374527,968.7070009112357
94974,1,181,3039.869986176491,966.6609958529473
71928,1,65,3150.3600120544434,965.008003616333
90398,1,115,3093.7900009155273,963.0370002746581
58348,1,31,3171.060028076172,961.0180084228516
48439,1,66,3132.7800130844116,960.0340039253235
22258,4,92,3095.4299985170364,957.828999555111
12639,1,55,3136.2799882888794,957.7839964866638
19408,1,73,3103.859995365143,953.4579986095428
94208,3,161,3007.2000031471252,951.6600009441376
96771,1,87,3075.7499973773956,949.2249992132187
60925,2,82,3076.82998418808,948.4489952564239
60532,1,26,3133.090005874634,948.1270017623901
79808,2,86,3068.730000972748,947.2190002918244
99224,2,86,3054.9000034332275,943.0700010299682
2618,1,28,3109.940011024475,941.7820033073424
51952,1,89,3048.5099906921387,941.6529972076416
78758,1,121,3015.8999935388565,941.469998061657
1447,4,37,3093.1700024604797,940.6510007381439
44631,1,37,3091.4099910259247,938.9229973077773
4360,2,41,3079.119993209839,936.8359979629516
4183,1,18,3099.1299986839294,935.5389996051788
10882,5,38,3072.380010843277,935.114003252983
33699,1,35,3079.879987716675,934.8639963150024
30006,2,24,3076.4800148010254,930.9440044403076
78298,1,22,3073.5799827575684,929.0739948272704
28939,1,38,3044.28999042511,925.0869971275329
92191,2,28,3046.169994354248,923.0509983062744
80083,1,45,3028.8999881744385,922.5699964523315
92707,1,115,2958.0299994945526,922.3089998483657
51749,1,90,2978.9299926757812,921.0789978027343
81175,3,20,3044.7099685668945,920.6129905700684
14300,2,136,2922.8599891662598,918.4579967498779
35621,1,17,3042.7499923706055,918.3249977111816
67440,3,70,2986.510001182556,918.1530003547668
24919,1,55,2999.0800008773804,916.624000263214
76956,1,36,3003.3400020599365,912.202000617981
39764,3,102,2926.370013654232,909.7110040962696
432,2,44,2981.899980738759,908.5699942216277
93019,3,25,2998.2799758911133,908.183992767334
36392,1,84,2940.7599852085114,907.8279955625534
216,1,66,2957.7499866485596,907.5249959945679
17467,1,125,2886.7500067949295,903.9250020384789
87819,1,94,2913.2900083065033,902.587002491951
32514,1,63,2944.020009994507,902.506002998352
8813,2,173,2828.500006183982,901.2500018551946
40948,3,137,2857.430013656616,899.5290040969847
86270,1,13,2981.8500061035156,898.8550018310547
80711,1,94,2896.9400136470795,897.6820040941238
75060,2,37,2944.2699871063232,895.1809961318969
61806,1,106,2870.0000252723694,893.2000075817108
79606,4,56,2908.7900009155273,891.0370002746581
63484,1,18,2947.7800121307373,890.1340036392211
80368,1,69,2892.2200107574463,888.7660032272339
11292,3,126,2831.1499948501587,888.3449984550476
40348,1,26,2932.1400184631348,887.8420055389405
1897,3,50,2905.270007610321,887.7810022830963
58062,1,42,2915.7899894714355,887.7369968414306
53802,1,74,2879.970017313957,886.5910051941871
42405,1,27,2919.2200355529785,884.2660106658935
78940,1,191,2748.0600032806396,882.1180009841919
86058,1,136,2801.2899951934814,881.5869985580445
62202,2,18,2914.17000579834,880.451001739502
17521,1,46,2875.8699927330017,876.9609978199005
62772,2,124,2789.9799998551607,874.9939999565482
48832,1,53,2862.110009431839,874.9330028295516
39234,1,183,2731.8599996566772,874.8579998970031
80636,1,83,2831.6699872016907,874.8009961605071
36628,2,192,2712.769995868206,872.2309987604617
41262,1,77,2824.1700028181076,870.7510008454323
40630,1,85,2808.7699716091156,868.5309914827346
76589,2,45,2839.4399585723877,866.1319875717162
93208,2,86,2795.16002702713,865.148008108139
45075,1,23,2858.3200073242188,864.7960021972656
93812,1,51,2825.9899880588055,863.4969964176416
63611,4,171,2694.6000034213066,861.2800010263919
7821,2,65,2792.9900183677673,858.1970055103301
3915,3,109,2740.740002885461,856.1220008656383
53836,2,24,2821.680000305176,854.5040000915527
71203,1,25,2820.2799854278564,853.9839956283569
23721,2,84,2757.6200041770935,853.286001253128
32901,3,68,2771.9000158309937,853.1700047492981
23866,1,119,2721.6600036621094,852.5980010986328
35366,1,37,2795.9600197076797,850.2880059123039
24977,1,30,2802.0499534606934,850.014986038208
46556,1,62,2768.740005016327,849.6220015048981
86493,1,21,2808.2000274658203,849.1600082397462
23909,1,107,2706.469988644123,844.440996593237
3271,2,56,2751.509989500046,843.0529968500138
68503,1,24,2784.0500259399414,842.8150077819824
32361,1,105,2701.6300008296967,842.3890002489089
52691,1,45,2755.480008125305,840.5440024375915
46236,3,98,2696.8900117874146,839.6670035362243
36492,1,24,2772.6300020217896,839.3890006065369
32161,3,68,2722.309994697571,838.2929984092713
39539,1,66,2722.110004901886,836.8330014705658
37060,1,108,2675.1099965572357,835.3329989671706
85988,1,82,2700.729998588562,835.2189995765685
53310,1,17,2757.730026245117,832.8190078735352
30596,2,40,2731.600004196167,832.28000125885
32594,2,63,2703.750002861023,830.8250008583069
18917,2,147,2617.1999893188477,830.0599967956542
22484,2,139,2622.6800044476986,829.3040013343095
52736,1,64,2697.6399800777435,828.891994023323
96806,1,48,2710.0599937438965,827.8179981231689
14870,1,4,2751.8599853515625,827.1579956054687
7376,1,20,2734.9900131225586,826.8970039367675
47851,1,104,2648.689983844757,826.2069951534271
67126,2,77,2654.6800060272217,820.3040018081665
79783,2,48,2674.989992618561,817.6969977855682
87785,1,81,2642.8399958610535,817.551998758316
75804,1,80,2643.250011086464,817.3750033259391
22429,1,43,2675.8699855804443,816.0609956741332
88204,1,39,2673.229975938797,814.068992781639
8136,1,136,2575.950010538101,813.9850031614304
28554,1,45,2659.7899837493896,811.8369951248169
19259,1,20,2684.140037536621,811.6420112609862
31648,1,35,2668.059991836548,811.3179975509643
24427,3,31,2663.9900226593018,809.6970067977906
6165,1,27,2668.039988040924,808.9119964122772
17918,2,18,2674.7500076293945,808.6250022888183
88729,1,61,2630.7800035476685,807.9340010643006
25380,1,29,2654.940010070801,805.5820030212402
7486,3,76,2599.5300151109695,803.8590045332909
63343,1,30,2646.7999906539917,803.4399971961975
74040,2,90,2578.669988632202,801.4009965896606
15487,2,107,2556.639988183975,799.8919964551925
54054,4,61,2596.989990592003,798.9969971776009
19655,2,141,2508.450008749962,795.6350026249886
95690,1,34,2613.239990711212,794.5719972133636
83177,2,76,2567.530003786087,793.8590011358261
99839,1,19,2624.8800048828125,793.5640014648437
66897,2,25,2615.1899948120117,792.8569984436034
72354,1,21,2618.6699981689453,792.3009994506837
47820,1,99,2540.419986665249,792.2259959995747
47174,2,71,2566.3300071954727,791.9990021586418
17226,1,43,2591.6799976825714,790.8039993047713
80786,2,42,2590.8900032043457,790.6670009613036
20058,2,119,2513.719996601343,790.6159989804029
76561,2,45,2583.9199924468994,789.4759977340698
67186,2,19,2609.2000007629395,789.2600002288818
52324,1,25,2598.730010986328,787.5190032958984
9023,1,61,2557.850006341934,786.0550019025803
24898,1,43,2566.179992198944,783.1539976596831
53935,2,27,2579.950023651123,782.8850070953368
63909,2,70,2535.8500056266785,782.5550016880035
65336,1,136,2455.349985949695,777.8049957849086
21225,1,40,2551.2099924087524,777.7629977226256
50524,2,80,2506.0799808502197,776.6239942550659
34000,2,29,2555.2200326919556,776.0660098075866
39785,2,59,2524.3199939727783,775.7959981918335
20203,1,24,2558.5499954223633,775.164998626709
66118,2,39,2539.580006122589,774.3740018367768
2611,2,123,2453.0800013542175,773.6240004062653
100336,2,58,2518.010000228882,773.6030000686645
50977,1,62,2513.140013694763,772.9420041084289
27791,2,45,2528.419992685318,772.8259978055953
30676,3,30,2539.14998626709,771.944995880127
6093,1,19,2539.5300006866455,767.9590002059937
97414,1,128,2420.160002231598,764.8480006694793
6707,1,40,2504.019986152649,763.6059958457946
96912,1,70,2473.2100026607513,763.3630007982254
94992,3,145,2393.009992264211,762.6029976792634
47670,1,13,2522.169988632202,760.9509965896606
11529,1,101,2428.1500115394592,759.1450034618377
7180,3,41,2484.889992713928,758.9669978141784
3183,1,39,2484.3399844169617,757.4019953250885
39420,1,118,2400.4000007510185,755.9200002253054
11643,1,42,2473.869993209839,755.1609979629517
65862,1,15,2500.1099700927734,754.932991027832
73250,2,137,2376.540014266968,754.8620042800903
91453,1,98,2416.360006570816,754.7080019712447
59062,1,119,2393.019998550415,754.0059995651245
93914,2,18,2486.3799896240234,752.113996887207
80272,1,35,2464.4300060272217,750.2290018081665
45976,3,45,2449.959997177124,749.6879991531372
4558,1,29,2466.5500144958496,749.0650043487549
56941,1,23,2470.299980163574,748.3899940490722
30037,1,8,2482.580047607422,747.5740142822265
51127,2,66,2422.17000579834,747.2510017395019
21305,1,26,2463.449981689453,747.234994506836
9270,1,31,2454.1400203704834,745.942006111145
481,2,55,2427.0899940133095,745.4269982039928
4988,2,33,2448.239999771118,745.1719999313354
13667,1,67,2413.7299947738647,744.6189984321594
71361,1,23,2455.400004386902,743.9200013160705
74061,1,29,2446.7100105285645,743.1130031585693
5952,1,59,2411.139991760254,741.4419975280762
81052,1,48,2417.6699962615967,740.1009988784789
28562,1,68,2396.4300034046173,739.7290010213851
35557,1,59,2396.3700037002563,737.0110011100769
65307,1,28,2426.569996356964,736.7709989070892
26232,1,138,2315.440004825592,736.4320014476775
54133,2,84,2357.5999965667725,733.2799989700317
34137,2,40,2401.599980711937,733.2799942135811
69921,1,65,2370.7799944877625,731.1339983463287
82353,2,26,2407.0500087738037,730.7150026321411
95452,1,48,2381.810007095337,729.343002128601
29682,2,61,2357.239991426468,726.2719974279404
51898,1,59,2359.990002155304,726.0970006465911
82570,1,16,2398.809953689575,724.8429861068726
84338,2,54,2353.790008544922,723.1370025634766
18370,3,18,2377.9300079345703,719.9790023803711
99294,1,80,2316.259994506836,719.2779983520508
43996,2,31,2363.699996948242,719.2099990844727
89062,2,107,2286.3400119543076,718.8020035862922
67274,2,71,2317.8900015354156,717.4670004606247
10940,1,57,2332.9500122070312,717.3850036621094
5373,1,23,2366.28000831604,717.1840024948119
46978,1,106,2282.720004081726,717.0160012245178
19421,1,43,2345.0899996757507,716.8269999027251
10782,3,149,2234.840000629425,716.3520001888274
98672,2,54,2329.8800172805786,715.9640051841735
2793,1,12,2372.600028991699,715.7800086975097
71211,1,46,2337.7399773597717,715.5219932079316
13161,1,134,2245.6899919509888,714.3069975852966
12067,6,128,2243.539978146553,713.8619934439658
43732,1,74,2304.0100202560425,713.8030060768127
47756,1,183,2193.469992339611,713.3409977018832
26039,1,38,2333.8900079727173,711.9670023918151
5134,1,13,2357.640007019043,711.5920021057128
37039,2,17,2349.670021057129,710.8010063171387
98859,2,52,2313.579997420311,710.4739992260933
79708,1,27,2339.890007019043,710.4670021057128
47161,3,66,2291.0799946784973,708.3239984035491
37882,1,29,2328.5799980163574,707.6739994049072
62793,3,65,2287.2300016880035,706.8690005064011
53972,1,63,2291.5700073242188,706.7710021972656
3238,2,54,2296.60000371933,705.9800011157989
85650,1,42,2309.7099990844727,705.9129997253418
36749,1,58,2293.1399869918823,705.7419960975647
99980,2,55,2283.700009584427,702.410002875328
60706,2,50,2281.6399903297424,700.2919970989227
19575,2,15,2316.240005493164,700.1720016479492
39323,1,15,2314.3299865722656,699.1989959716797
84375,2,23,2295.170009613037,696.2510028839112
22496,2,34,2283.179982662201,695.9539947986602
75141,2,46,2270.7999844551086,695.8399953365326
3668,1,80,2234.6400079727173,694.7920023918151
6204,2,46,2259.1399869918823,692.3419960975647
86845,2,23,2269.7100009918213,688.6130002975464
2003,1,65,2218.6799890995026,685.5039967298508
11477,1,76,2204.6599872112274,684.5979961633683
97814,1,85,2192.7400040626526,683.7220012187958
17598,1,19,2257.8300075531006,683.4490022659302
57523,3,27,2246.56000995636,683.2680029869078
41904,2,133,2136.7500038146973,681.7250011444092
51793,1,27,2238.3899908065796,680.0169972419739
84768,1,21,2235.689998626709,677.4069995880127
25206,3,30,2223.4800062179565,677.244001865387
93292,1,112,2138.5700035095215,675.5710010528564
65321,1,58,2187.7300114631653,674.1190034389496
63191,3,60,2182.1199939250946,673.8359981775284
21513,1,13,2231.530014038086,673.7590042114257
91770,1,38,2198.0800018310547,671.2240005493163
68215,2,70,2156.8799843788147,668.8639953136443
86333,2,37,2173.990002632141,664.0970007896423
79410,1,48,2162.970006465912,663.6910019397735
17812,1,104,2104.7100103497505,663.0130031049251
47713,1,138,2068.8199902772903,662.4459970831871
79896,1,18,2187.310010910034,661.9930032730102
55137,1,39,2161.1700100898743,660.4510030269623
55402,1,43,2155.6499853134155,659.9949955940245
97434,1,29,2162.759998321533,657.92799949646
45645,1,21,2170.100025177002,657.7300075531006
33334,3,91,2096.3400120437145,657.4020036131143
97217,1,19,2167.390022277832,656.3170066833496
8862,1,32,2151.0800132751465,655.3240039825439
98692,2,125,2055.1499977111816,654.8449993133544
48013,1,12,2166.619990348816,653.9859971046448
93035,1,44,2130.0300216674805,652.6090065002442
47068,1,33,2137.260021209717,651.4780063629149
22750,1,24,2134.109995365143,647.8329986095429
92854,2,52,2104.7700061798096,647.8310018539428
43962,2,118,2037.3000069856644,647.3900020956993
48238,4,76,2072.0500078201294,646.0150023460387
27071,1,22,2126.170009613037,644.8510028839111
92059,2,31,2114.7700119018555,644.5310035705567
49239,2,104,2040.8899955749512,644.2669986724853
24355,1,16,2128.2400002479553,643.6720000743866
28073,1,23,2120.7099895477295,643.5129968643188
61803,1,23,2117.719997406006,642.6159992218016
61532,1,29,2110.949989080429,642.3849967241288
52883,1,26,2112.269989013672,641.8809967041016
36571,1,23,2113.410011291504,641.3230033874511
51840,1,18,2117.1099967956543,640.9329990386963
16954,1,81,2044.830001592636,638.1490004777909
39200,1,39,2079.229995727539,635.8689987182618
36830,2,39,2071.449996471405,633.9349989414214
99695,1,130,1981.20000359416,633.760001078248
16339,1,96,2013.5999989509583,633.2799996852875
28407,1,117,1988.890001296997,632.1670003890991
88550,2,102,2000.2600061893463,631.4780018568039
84819,2,26,2075.820011138916,631.3460033416748
55053,1,22,2076.190004348755,629.8570013046265
35106,1,57,2040.5100073814392,629.6530022144317
6810,2,14,2080.680015563965,629.2040046691894
13496,3,120,1970.96999502182,628.490998506546
65996,1,79,2012.4599895477295,627.8379968643188
55173,1,104,1986.5999775081873,627.5799932524562
78793,1,48,2035.6599960327148,625.4979988098144
97512,1,59,2020.9699864387512,624.3909959316254
21964,1,20,2056.569995880127,623.3709987640381
55854,1,64,2008.2900190353394,622.0870057106018
60354,2,156,1910.0800006389618,620.6240001916885
46650,1,17,2048.8000059127808,620.1400017738342
21842,1,105,1958.9900063872337,619.59700191617
12382,2,20,2040.8400192260742,619.0520057678222
77811,2,85,1969.6100091934204,617.1830027580261
25243,1,39,2015.3600039482117,616.7080011844635
8702,2,53,1999.0999929904938,616.4299978971482
8555,1,192,1856.03999710083,614.811999130249
76199,3,163,1879.919993877411,614.0759981632233
20192,1,100,1944.0900017619133,613.627000528574
33352,1,7,2036.2599639892578,613.3779891967773
76593,2,36,2002.1800088882446,612.2540026664734
70910,1,35,2003.7099997997284,612.0129999399185
86997,1,13,2025.5299911499023,611.9589973449706
40473,1,17,2019.7099990844727,611.4129997253418
61962,1,75,1960.8800010681152,611.1640003204345
61677,3,52,1968.4099960327148,607.3229988098144
94369,3,35,1983.5900004506111,606.7770001351834
18064,1,21,1997.2600021362305,605.8780006408691
78146,1,78,1939.580006122589,605.6740018367767
63299,1,22,1994.2599868774414,605.2779960632324
33975,2,17,1995.2700157165527,604.4810047149658
807,1,38,1974.4699993133545,604.1409997940062
89272,1,14,1988.8400268554688,601.2520080566406
98678,3,36,1957.0099925994873,599.1029977798462
22934,1,51,1940.89999294281,597.969997882843
14821,1,16,1971.7999801635742,596.7399940490723
46066,1,32,1955.1599807739258,596.5479942321778
36653,2,29,1953.5900020599365,595.577000617981
79075,2,78,1899.9600219726562,594.1880065917969
23274,3,35,1938.269995689392,593.1809987068176
83772,1,81,1894.7400089502335,593.12200268507
4392,2,113,1859.2999897003174,592.4899969100952
22289,1,41,1928.3800120353699,591.214003610611
94135,1,18,1950.2500076293945,590.8750022888183
58786,1,15,1952.680009841919,590.7040029525756
41016,2,44,1917.2899994850159,589.1869998455047
14819,1,20,1942.0000100135803,589.0000030040741
82046,1,55,1902.6899874210358,587.7069962263107
29439,1,32,1923.6199989318848,587.0859996795654
57580,1,75,1877.310001373291,586.0930004119873
65302,2,23,1924.310001373291,584.9930004119873
98279,1,46,1901.7399988174438,584.7219996452332
84942,1,55,1892.5400037765503,584.6620011329651
23242,1,30,1914.819989681244,583.8459969043731
67082,2,20,1920.8999814987183,583.0699944496154
38925,1,13,1922.8700256347656,581.1610076904296
5408,2,112,1819.959985256195,580.3879955768584
12156,2,46,1885.3099974393845,580.1929992318153
55958,1,41,1891.529990196228,580.1589970588684
710,4,42,1885.3800072669983,579.8140021800995
95880,1,3,1926.9400024414062,579.3820007324218
1980,1,21,1905.2000045776367,578.2600013732911
44873,1,37,1887.1399955749512,577.6419986724853
35141,2,53,1868.4599919319153,577.2379975795747
89490,1,75,1845.730006635189,576.6190019905566
24980,1,39,1880.6399998664856,576.2919999599457
87324,1,65,1848.4699954986572,574.4409986495971
80374,1,54,1858.8199968338013,574.2459990501404
6891,3,55,1850.3500003814697,572.805000114441
24854,1,29,1877.9000148773193,572.4700044631958
54016,2,39,1866.1999924182892,572.3599977254868
74335,1,17,1884.829978942871,570.9489936828613
92400,1,108,1793.0900032520294,570.7270009756088
19753,1,49,1850.4700088500977,570.2410026550293
55171,2,48,1847.3000059127808,569.3900017738342
67843,3,70,1823.7600073814392,569.3280022144318
93529,1,19,1876.8800315856934,569.164009475708
10044,1,44,1850.7699909210205,568.8309972763061
18572,1,38,1856.650011062622,568.7950033187866
34174,3,22,1869.0900120735168,568.527003622055
93158,1,14,1877.7600021362305,567.9280006408692
59418,1,13,1874.0100002288818,566.5030000686645
38882,2,29,1852.6899881362915,565.3069964408875
71476,1,82,1799.1399999856949,564.7419999957084
100048,1,80,1798.0200048685074,563.8060014605521
46458,1,19,1858.6099977493286,563.6829993247986
38846,3,56,1816.8300012350082,563.0490003705024
86823,2,177,1690.8699949979782,561.1609984993935
3227,2,44,1823.5399978160858,561.0619993448257
44921,1,94,1772.4699964523315,560.3409989356994
71707,1,67,1797.2499961853027,559.6749988555908
4325,1,22,1841.9299850463867,559.578995513916
74945,1,39,1820.5899782180786,558.2769934654236
98463,1,99,1757.2500002384186,557.2750000715256
14565,1,72,1783.2700096964836,556.981002908945
70150,1,134,1719.4100058078766,556.423001742363
56764,2,19,1832.6300185918808,556.2890055775642
85356,1,40,1806.139996767044,554.2419990301132
26122,1,55,1790.7999968528748,554.1399990558624
95072,2,80,1762.770001411438,553.6310004234314
72206,1,26,1817.96000289917,553.588000869751
68450,3,104,1734.9299983978271,552.8789995193481
8192,1,87,1753.4200024604797,552.5260007381439
53545,1,41,1796.7799801826477,551.7339940547944
35025,1,52,1784.1299977302551,551.2389993190765
99259,1,24,1811.630012512207,551.0890037536622
36714,1,19,1812.8100261688232,549.943007850647
